rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,label,event_id
36,A,class:test button mc-search single-search-;-href:#,search,7,34,Div,6,1,#,0,0,0,true,false,false,true,1,1.0,0.0,0.0,false,false,false,false,2,true,false,false,false,false,false,false,false,false,false,false,false,Other,
41,A,href:login-;-id:mcsimplelogin,member login,5,40,Div,12,0,login,0,0,0,true,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,2,false,true,false,false,false,false,false,false,false,false,false,false,Other,
46,Span,,home,6,45,A,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
49,Span,,about,6,48,Span,5,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
53,Span,,about neacac,8,52,A,12,0,,0,0,0,false,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
56,Span,,mission statement,8,55,A,17,0,,0,0,0,false,false,false,true,2,0.9411765,0.0,0.05882353,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
59,Span,,strategic framework,8,58,A,19,0,,0,0,0,false,false,false,true,2,0.94736844,0.0,0.05263158,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
62,Span,,contact us,8,61,A,10,0,,0,0,0,false,false,false,true,2,0.9,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
65,Span,,job board,8,64,A,9,0,,0,0,0,false,false,false,true,2,0.8888889,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
68,Span,,governance,6,67,Span,10,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
72,Span,,executive board,8,71,A,15,0,,0,0,0,false,false,false,true,2,0.93333334,0.0,0.06666667,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
75,Span,,leadership & committee reports,8,74,A,30,0,,0,0,0,false,false,false,true,4,0.8666667,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
78,Span,,neacac bylaws and articles of organization,8,77,A,42,0,,0,0,0,false,false,false,true,6,0.88095236,0.0,0.11904762,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
81,Span,,committees,6,80,Span,10,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
85,Span,,about committees,8,84,A,16,0,,0,0,0,false,false,false,true,2,0.9375,0.0,0.0625,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
88,Span,,admission practices,8,87,A,19,0,,0,0,0,false,false,false,true,2,0.94736844,0.0,0.05263158,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
91,Span,,college fair,8,90,A,12,0,,0,0,0,false,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
94,Span,,annual meeting & conference,8,93,A,27,0,,0,0,0,false,false,false,true,4,0.8518519,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
97,Span,,articles of organization & by-laws,8,96,A,34,0,,0,0,0,false,false,false,true,5,0.8235294,0.0,0.11764706,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
100,Span,,communication and web services,8,99,A,30,0,,0,0,0,false,false,false,true,4,0.9,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
103,Span,,finance,8,102,A,7,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
106,Span,,foundational institutes,8,105,A,23,0,,0,0,0,false,false,false,true,2,0.95652175,0.0,0.04347826,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
109,Span,,government relations advisory,8,108,A,29,0,,0,0,0,false,false,false,true,3,0.9310345,0.0,0.06896552,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
112,Span,,idea,8,111,A,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
115,Span,,member engagement,8,114,A,17,0,,0,0,0,false,false,false,true,2,0.9411765,0.0,0.05882353,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
118,Span,,nominating,8,117,A,10,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
121,Span,,professional development,8,120,A,24,0,,0,0,0,false,false,false,true,2,0.9583333,0.0,0.041666668,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
